Ses Dosyasını Buraya Sürükleyin veya Yükleyin,1. Toplantı Tam Metni,2. Otomatik Özet,3. Yapılacaklar Listesi (Görevler),timestamp
.gradio\flagged\Ses Dosyasını Buraya Sürükleyin veya Yükleyin\7e4e2639d18fb0c7bf21\audio.wav,Bir hata oluştu: [WinError 2] Sistem belirtilen dosyayı bulamıyor,Hata,Hata,2025-12-21 14:06:50.479705
